query,matched_text,bi_score,cross_score
"ZK Mindestens X% des Gesamtgewichts der exotischen Produkte (1) (insbesondere Kaffee, Kakao, Schokolade, exotische Früchte und Fruchtsäfte) haben ein Label, das in offiziellen Leitfäden empfohlen wird.","Die eingesetzten Bananen, Zucker, Reis, Orangensaft und weitere Kolonialwaren wie Teigwaren, Getreide und Getreide- produkte tragen die Auszeichnung von Max Havelaar für fairen Handel und für faire Arbeitsbedingungen im Produktionsland.",0.4886114001274109,-6.1522737
"ZK Mindestens X% des Gesamtgewichts der exotischen Produkte (1) (insbesondere Kaffee, Kakao, Schokolade, exotische Früchte und Fruchtsäfte) haben ein Label, das in offiziellen Leitfäden empfohlen wird.",Bei der Produktion verzichten Sie auf schädigende Konservierungsarten,0.392423152923584,-7.2247953
"ZK Mindestens X% des Gesamtgewichts der exotischen Produkte (1) (insbesondere Kaffee, Kakao, Schokolade, exotische Früchte und Fruchtsäfte) haben ein Label, das in offiziellen Leitfäden empfohlen wird.","Beachten Sie, dass pro Der beste Preis 40% erhält 5 Punkte Woche 2x Dessert gefordert sind.",0.3934362530708313,-7.4151993
ZK Mindestens X% des Gesamtgewichts von Rind- und Kalbfleisch kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"4.3.2 Gewichtung der Zuschlagskriterien Der Anforderungskatalog enthält folgendes Tabellenblatt ""Gewichtung"": A Preis pro Kriterium Summe A.1 Gesamtpreis 500 Punkte Total Preis  500 Punkte 50% B Qualität B.1 Beanstandungen Lebensmittelinspektorat 100 Punkte B.2 Einhaltung Tierschutzstandard 100 Punkte B.3 ISO-Zertifikation 50 Punkte Total Qualität  250 Punkte 25% C Nachhaltigkeit C.1 Beurteilung / Zertifikat 50 Punkte Total Nachhaltigkeit  50 Punkte 5% D Referenzen D.1 Bewertung Referenzauskünfte 200 Punkte Total Referenzen  200 Punkte 20% Total Bewertung Angebot   100%",0.3692893385887146,1.0809889
ZK Mindestens X% des Gesamtgewichts von Rind- und Kalbfleisch kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,In Berücksichtigung der aktuell unsicheren Wirtschaftsentwicklungslage wird eine Preisanpassung von +/- 20% vom pro Lebensmittel offerierten Bruttopreis auf das gesamte Kalenderjahr gerechnet toleriert.,0.37670445442199707,-0.97480345
ZK Mindestens X% des Gesamtgewichts von Rind- und Kalbfleisch kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Bei einer begründeten und ausgewiesenen Kostensteigerung kann über das Kalenderjahr gerechnet um maximal 20% vom offerierten Bruttopreis pro Lebensmittel abgewichen werden.,0.40352970361709595,-1.2783256
ZK Mindestens X% des Gesamtgewichts von Rind- und Kalbfleisch kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"Zuschlagskriterien Für jedes der folgenden Kriterien werden Punkte von 1-5 verteilt, die mit entsprechender Gewichtung für die Gesamtwer- tung addiert werden.",0.39236125349998474,-1.8508472
ZK Mindestens X% des Gesamtgewichts von Rind- und Kalbfleisch kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"Die Zuschlagskriterien (ZK) sind in die fünf Hauptgruppen: Preis (A), Qualität (B), Nachhaltigkeit (C), Webplattform / Webshop (D) und Referenzen (E) gegliedert und ermöglichen die Bewertung der Angebote nach wirtschaftlichen, inhaltlichen und rechtlichen Gesichtspunkten.",0.3702813684940338,-2.8385687
ZK Mindestens X% des Gesamtgewichts von Rind- und Kalbfleisch kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"VEP_12  Geheimhal- tung Der Anbieter ist verpflichtet, sämtliche nicht öffentlich zugänglichen Informationen (insbesondere Kenntnisse über die Abläufe und Verhältnisse) aus dem Bereich des Leistungsbezügers geheim zu halten.",0.4445655643939972,-4.1164746
ZK Mindestens X% des Gesamtgewichts von Rind- und Kalbfleisch kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"VEP_8  Beizug Dritte zur Leistungserbri ngung Der Anbieter zieht nur Lieferanten bei, die die Bestimmungen des Submissionsdekrets einhalten und die vergaberechtlichen Grundvoraussetzungen erfüllen.",0.38995927572250366,-5.1439896
ZK Mindestens X% des Gesamtgewichts von Rind- und Kalbfleisch kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Die Geheimhaltungspflicht besteht schon vor Vertragsabschluss und bleibt auch nach Beendigung des Vertragsverhältnisses bestehen.,0.38874125480651855,-5.4746733
ZK Mindestens X% des Gesamtgewichts von Rind- und Kalbfleisch kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Die Geheimhaltungspflicht besteht schon vor Vertragsabschluss und bleibt auch nach Beendigung des Vertragsverhältnisses bestehen.,0.38874125480651855,-5.4746733
ZK Mindestens X% des Gesamtgewichts von Rind- und Kalbfleisch kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"4 ANFORDERUNGEN AN ÖKOLOGIE UND NACHHALTIGKEIT Unter Einhaltung der vorliegenden Rahmenbedingungen unternimmt der Anbietende alles, um die Transporte möglichst gering zu halten.",0.4233112037181854,-6.364821
ZK Mindestens X% des Gesamtgewichts von Schweinefleisch und Wurstwaren kommen aus BTS- und RAUSHaltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"4.3.2 Gewichtung der Zuschlagskriterien Der Anforderungskatalog enthält folgendes Tabellenblatt ""Gewichtung"": A Preis pro Kriterium Summe A.1 Gesamtpreis 500 Punkte Total Preis  500 Punkte 50% B Qualität B.1 Beanstandungen Lebensmittelinspektorat 100 Punkte B.2 Einhaltung Tierschutzstandard 100 Punkte B.3 ISO-Zertifikation 50 Punkte Total Qualität  250 Punkte 25% C Nachhaltigkeit C.1 Beurteilung / Zertifikat 50 Punkte Total Nachhaltigkeit  50 Punkte 5% D Referenzen D.1 Bewertung Referenzauskünfte 200 Punkte Total Referenzen  200 Punkte 20% Total Bewertung Angebot   100%",0.4193398356437683,2.1560097
ZK Mindestens X% des Gesamtgewichts von Schweinefleisch und Wurstwaren kommen aus BTS- und RAUSHaltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"Zuschlagskriterien Für jedes der folgenden Kriterien werden Punkte von 1-5 verteilt, die mit entsprechender Gewichtung für die Gesamtwer- tung addiert werden.",0.45611631870269775,-0.7323711
ZK Mindestens X% des Gesamtgewichts von Schweinefleisch und Wurstwaren kommen aus BTS- und RAUSHaltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Erfahrung von mindestens zwei Jahren in der Ausführung von vergleichbaren Leistungen im Bereich Mit- tagsverpflegung von Kindern im Alter von ein bis zwölf Jahren.,0.47319138050079346,-0.80574787
ZK Mindestens X% des Gesamtgewichts von Schweinefleisch und Wurstwaren kommen aus BTS- und RAUSHaltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"Die Zuschlagskriterien (ZK) sind in die fünf Hauptgruppen: Preis (A), Qualität (B), Nachhaltigkeit (C), Webplattform / Webshop (D) und Referenzen (E) gegliedert und ermöglichen die Bewertung der Angebote nach wirtschaftlichen, inhaltlichen und rechtlichen Gesichtspunkten.",0.41473227739334106,-2.9690888
ZK Mindestens X% des Gesamtgewichts von Schweinefleisch und Wurstwaren kommen aus BTS- und RAUSHaltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"4.2 Eignungskriterien, Bestätigungen Der Anbieter beziehungsweise dessen Angebot muss die in der Selbstdeklaration aufgeführten Eignungskriterien erfüllen und er muss die verlangten Bestätigungen vorbehaltlos abgeben, um für den zweiten Schritt (Detailprüfung) berücksichtigt zu werden.",0.4434376358985901,-2.9719696
ZK Mindestens X% des Gesamtgewichts von Schweinefleisch und Wurstwaren kommen aus BTS- und RAUSHaltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"Die Preise für die Zwischenmahlzeiten (zMorge ohne Brot, zNüni, zVieri) und Babybreis werden Gegenstand bei den Vertragsverhandlungen.",0.3991171419620514,-3.8418918
ZK Mindestens X% des Gesamtgewichts von Schweinefleisch und Wurstwaren kommen aus BTS- und RAUSHaltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"VEP_12  Geheimhal- tung Der Anbieter ist verpflichtet, sämtliche nicht öffentlich zugänglichen Informationen (insbesondere Kenntnisse über die Abläufe und Verhältnisse) aus dem Bereich des Leistungsbezügers geheim zu halten.",0.4045558571815491,-4.170036
ZK Mindestens X% des Gesamtgewichts von Schweinefleisch und Wurstwaren kommen aus BTS- und RAUSHaltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,8 GERICHTSSTAND Das Schweizer Recht ist sowohl auf das Verfahren als auch auf den abzuschliessenden Vertrag anwendbar.,0.41642820835113525,-4.8217683
ZK Mindestens X% des Gesamtgewichts von Schweinefleisch und Wurstwaren kommen aus BTS- und RAUSHaltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Die Geheimhaltungspflicht besteht schon vor Vertragsabschluss und bleibt auch nach Beendigung des Vertragsverhältnisses bestehen.,0.41930821537971497,-4.830457
ZK Mindestens X% des Gesamtgewichts von Schweinefleisch und Wurstwaren kommen aus BTS- und RAUSHaltung oder gleichwertigen Haltungsbedingungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Die Geheimhaltungspflicht besteht schon vor Vertragsabschluss und bleibt auch nach Beendigung des Vertragsverhältnisses bestehen.,0.41930821537971497,-4.830457
"ZK 100 % des Gesamtgewichts der gekauften Milch müssen mindestens dem von der Schweizerischen Branchenorganisation Milch definierten Standard “ Grüner Teppich/Swissmilk green” oder einem gleichwertigen Standard entsprechen, und mindestens X % des Gesamtgewichts müssen dem Standard “IP- Suisse” oder einem gleichwertigen Standard entsprechen.","4.3.2 Gewichtung der Zuschlagskriterien Der Anforderungskatalog enthält folgendes Tabellenblatt ""Gewichtung"": A Preis pro Kriterium Summe A.1 Gesamtpreis 500 Punkte Total Preis  500 Punkte 50% B Qualität B.1 Beanstandungen Lebensmittelinspektorat 100 Punkte B.2 Einhaltung Tierschutzstandard 100 Punkte B.3 ISO-Zertifikation 50 Punkte Total Qualität  250 Punkte 25% C Nachhaltigkeit C.1 Beurteilung / Zertifikat 50 Punkte Total Nachhaltigkeit  50 Punkte 5% D Referenzen D.1 Bewertung Referenzauskünfte 200 Punkte Total Referenzen  200 Punkte 20% Total Bewertung Angebot   100%",0.4026005268096924,3.1025438
"ZK 100 % des Gesamtgewichts der gekauften Milch müssen mindestens dem von der Schweizerischen Branchenorganisation Milch definierten Standard “ Grüner Teppich/Swissmilk green” oder einem gleichwertigen Standard entsprechen, und mindestens X % des Gesamtgewichts müssen dem Standard “IP- Suisse” oder einem gleichwertigen Standard entsprechen.","Max. 5 Punkte 5. Ausführungsfrist (Gewichtung 5%) Anforderung Bewertung Gewichtung Geben Sie uns an, nach wieviel Monaten, nach Erhalt des Zuschlags des Auftrags, Die kürzeste 5% Dauer erhält 5 Sie die ersten Mahlzeiten liefern können.",0.3633677661418915,1.1634398
"ZK 100 % des Gesamtgewichts der gekauften Milch müssen mindestens dem von der Schweizerischen Branchenorganisation Milch definierten Standard “ Grüner Teppich/Swissmilk green” oder einem gleichwertigen Standard entsprechen, und mindestens X % des Gesamtgewichts müssen dem Standard “IP- Suisse” oder einem gleichwertigen Standard entsprechen.",In Berücksichtigung der aktuell unsicheren Wirtschaftsentwicklungslage wird eine Preisanpassung von +/- 20% vom pro Lebensmittel offerierten Bruttopreis auf das gesamte Kalenderjahr gerechnet toleriert.,0.433609277009964,0.14645855
"ZK 100 % des Gesamtgewichts der gekauften Milch müssen mindestens dem von der Schweizerischen Branchenorganisation Milch definierten Standard “ Grüner Teppich/Swissmilk green” oder einem gleichwertigen Standard entsprechen, und mindestens X % des Gesamtgewichts müssen dem Standard “IP- Suisse” oder einem gleichwertigen Standard entsprechen.",Die Mehrwertsteuersätze betragen 2.5% für das gesamte Lebensmittelsortiment und 7.7% auf Trans- portkosten,0.4046083986759186,-0.5401741
"ZK 100 % des Gesamtgewichts der gekauften Milch müssen mindestens dem von der Schweizerischen Branchenorganisation Milch definierten Standard “ Grüner Teppich/Swissmilk green” oder einem gleichwertigen Standard entsprechen, und mindestens X % des Gesamtgewichts müssen dem Standard “IP- Suisse” oder einem gleichwertigen Standard entsprechen.",6/14 4. Unternehmen (Gewichtung 25%) Anforderung Bewertung Gewichtung Standort der Produktion 10% a. Biel a) 5P b.,0.4564107656478882,-0.67626595
"ZK 100 % des Gesamtgewichts der gekauften Milch müssen mindestens dem von der Schweizerischen Branchenorganisation Milch definierten Standard “ Grüner Teppich/Swissmilk green” oder einem gleichwertigen Standard entsprechen, und mindestens X % des Gesamtgewichts müssen dem Standard “IP- Suisse” oder einem gleichwertigen Standard entsprechen.",Deshalb müssen Lebensmittel auch extern ein- gekauft werden.,0.4774751663208008,-1.4376898
"ZK 100 % des Gesamtgewichts der gekauften Milch müssen mindestens dem von der Schweizerischen Branchenorganisation Milch definierten Standard “ Grüner Teppich/Swissmilk green” oder einem gleichwertigen Standard entsprechen, und mindestens X % des Gesamtgewichts müssen dem Standard “IP- Suisse” oder einem gleichwertigen Standard entsprechen.",Bei einer begründeten und ausgewiesenen Kostensteigerung kann über das Kalenderjahr gerechnet um maximal 20% vom offerierten Bruttopreis pro Lebensmittel abgewichen werden.,0.3530769348144531,-1.478606
"ZK 100 % des Gesamtgewichts der gekauften Milch müssen mindestens dem von der Schweizerischen Branchenorganisation Milch definierten Standard “ Grüner Teppich/Swissmilk green” oder einem gleichwertigen Standard entsprechen, und mindestens X % des Gesamtgewichts müssen dem Standard “IP- Suisse” oder einem gleichwertigen Standard entsprechen.",Sie verwenden Milch und Milchprodukte zu 90% (gemessen an den Kosten) aus Schweizer Produktion in der Qualität «Bio».,0.377797931432724,-1.5239127
"ZK 100 % des Gesamtgewichts der gekauften Milch müssen mindestens dem von der Schweizerischen Branchenorganisation Milch definierten Standard “ Grüner Teppich/Swissmilk green” oder einem gleichwertigen Standard entsprechen, und mindestens X % des Gesamtgewichts müssen dem Standard “IP- Suisse” oder einem gleichwertigen Standard entsprechen.",Bewertung 4-5 Gut 2-3 Genügend 1 Mangelhaft 0 Ungenügend 1. Qualität (Gewichtung 20%) Anforderung Bewertung Gewichtung Ausgewogenheit und kindergerecht innerhalb der Menüs:,0.359088271856308,-1.58359
"ZK 100 % des Gesamtgewichts der gekauften Milch müssen mindestens dem von der Schweizerischen Branchenorganisation Milch definierten Standard “ Grüner Teppich/Swissmilk green” oder einem gleichwertigen Standard entsprechen, und mindestens X % des Gesamtgewichts müssen dem Standard “IP- Suisse” oder einem gleichwertigen Standard entsprechen.",Erfahrung von mindestens zwei Jahren in der Ausführung von vergleichbaren Leistungen im Bereich Mit- tagsverpflegung von Kindern im Alter von ein bis zwölf Jahren.,0.3867608606815338,-1.7996731
ZK Mindestens X% des Gesamtgewichts des Pferdefleischs kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"4.3.2 Gewichtung der Zuschlagskriterien Der Anforderungskatalog enthält folgendes Tabellenblatt ""Gewichtung"": A Preis pro Kriterium Summe A.1 Gesamtpreis 500 Punkte Total Preis  500 Punkte 50% B Qualität B.1 Beanstandungen Lebensmittelinspektorat 100 Punkte B.2 Einhaltung Tierschutzstandard 100 Punkte B.3 ISO-Zertifikation 50 Punkte Total Qualität  250 Punkte 25% C Nachhaltigkeit C.1 Beurteilung / Zertifikat 50 Punkte Total Nachhaltigkeit  50 Punkte 5% D Referenzen D.1 Bewertung Referenzauskünfte 200 Punkte Total Referenzen  200 Punkte 20% Total Bewertung Angebot   100%",0.4013422131538391,0.50018215
ZK Mindestens X% des Gesamtgewichts des Pferdefleischs kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Erfahrung von mindestens zwei Jahren in der Ausführung von vergleichbaren Leistungen im Bereich Mit- tagsverpflegung von Kindern im Alter von ein bis zwölf Jahren.,0.3854541778564453,-2.2602153
ZK Mindestens X% des Gesamtgewichts des Pferdefleischs kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"Zuschlagskriterien Für jedes der folgenden Kriterien werden Punkte von 1-5 verteilt, die mit entsprechender Gewichtung für die Gesamtwer- tung addiert werden.",0.3885253667831421,-2.37186
ZK Mindestens X% des Gesamtgewichts des Pferdefleischs kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Bei einer begründeten und ausgewiesenen Kostensteigerung kann über das Kalenderjahr gerechnet um maximal 20% vom offerierten Bruttopreis pro Lebensmittel abgewichen werden.,0.3937879204750061,-2.4961777
ZK Mindestens X% des Gesamtgewichts des Pferdefleischs kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"Die Zuschlagskriterien (ZK) sind in die fünf Hauptgruppen: Preis (A), Qualität (B), Nachhaltigkeit (C), Webplattform / Webshop (D) und Referenzen (E) gegliedert und ermöglichen die Bewertung der Angebote nach wirtschaftlichen, inhaltlichen und rechtlichen Gesichtspunkten.",0.4101775288581848,-3.5384898
ZK Mindestens X% des Gesamtgewichts des Pferdefleischs kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"VEP_12  Geheimhal- tung Der Anbieter ist verpflichtet, sämtliche nicht öffentlich zugänglichen Informationen (insbesondere Kenntnisse über die Abläufe und Verhältnisse) aus dem Bereich des Leistungsbezügers geheim zu halten.",0.47260576486587524,-3.8621998
ZK Mindestens X% des Gesamtgewichts des Pferdefleischs kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"4.2 Eignungskriterien, Bestätigungen Der Anbieter beziehungsweise dessen Angebot muss die in der Selbstdeklaration aufgeführten Eignungskriterien erfüllen und er muss die verlangten Bestätigungen vorbehaltlos abgeben, um für den zweiten Schritt (Detailprüfung) berücksichtigt zu werden.",0.3838527798652649,-4.206858
ZK Mindestens X% des Gesamtgewichts des Pferdefleischs kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Die Geheimhaltungspflicht besteht schon vor Vertragsabschluss und bleibt auch nach Beendigung des Vertragsverhältnisses bestehen.,0.39888063073158264,-5.684845
ZK Mindestens X% des Gesamtgewichts des Pferdefleischs kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Die Geheimhaltungspflicht besteht schon vor Vertragsabschluss und bleibt auch nach Beendigung des Vertragsverhältnisses bestehen.,0.39888063073158264,-5.684845
ZK Mindestens X% des Gesamtgewichts des Pferdefleischs kommen aus BTS- und RAUS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"VEP_8  Beizug Dritte zur Leistungserbri ngung Der Anbieter zieht nur Lieferanten bei, die die Bestimmungen des Submissionsdekrets einhalten und die vergaberechtlichen Grundvoraussetzungen erfüllen.",0.4012383222579956,-5.791201
ZK Mindestens X% des Gesamtgewichts des Kaninchenfleischs kommen aus BTS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"4.3.2 Gewichtung der Zuschlagskriterien Der Anforderungskatalog enthält folgendes Tabellenblatt ""Gewichtung"": A Preis pro Kriterium Summe A.1 Gesamtpreis 500 Punkte Total Preis  500 Punkte 50% B Qualität B.1 Beanstandungen Lebensmittelinspektorat 100 Punkte B.2 Einhaltung Tierschutzstandard 100 Punkte B.3 ISO-Zertifikation 50 Punkte Total Qualität  250 Punkte 25% C Nachhaltigkeit C.1 Beurteilung / Zertifikat 50 Punkte Total Nachhaltigkeit  50 Punkte 5% D Referenzen D.1 Bewertung Referenzauskünfte 200 Punkte Total Referenzen  200 Punkte 20% Total Bewertung Angebot   100%",0.4109298586845398,0.50841177
ZK Mindestens X% des Gesamtgewichts des Kaninchenfleischs kommen aus BTS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Bei einer begründeten und ausgewiesenen Kostensteigerung kann über das Kalenderjahr gerechnet um maximal 20% vom offerierten Bruttopreis pro Lebensmittel abgewichen werden.,0.37978583574295044,-1.0958955
ZK Mindestens X% des Gesamtgewichts des Kaninchenfleischs kommen aus BTS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"Zuschlagskriterien Für jedes der folgenden Kriterien werden Punkte von 1-5 verteilt, die mit entsprechender Gewichtung für die Gesamtwer- tung addiert werden.",0.38794228434562683,-2.371381
ZK Mindestens X% des Gesamtgewichts des Kaninchenfleischs kommen aus BTS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Erfahrung von mindestens zwei Jahren in der Ausführung von vergleichbaren Leistungen im Bereich Mit- tagsverpflegung von Kindern im Alter von ein bis zwölf Jahren.,0.3776159882545471,-2.4174786
ZK Mindestens X% des Gesamtgewichts des Kaninchenfleischs kommen aus BTS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"2 Geheimhaltung Der Anbieter ist verpflichtet, Tatsachen (zum Beispiel Kenntnisse über Abläufe und Verhältnisse) und Daten, die weder offenkundig noch allgemein zugänglich sind, geheim zu halten und zur Wahrung des Amtsgeheimnisses beizutragen.",0.3843642473220825,-3.846426
ZK Mindestens X% des Gesamtgewichts des Kaninchenfleischs kommen aus BTS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"Die Zuschlagskriterien (ZK) sind in die fünf Hauptgruppen: Preis (A), Qualität (B), Nachhaltigkeit (C), Webplattform / Webshop (D) und Referenzen (E) gegliedert und ermöglichen die Bewertung der Angebote nach wirtschaftlichen, inhaltlichen und rechtlichen Gesichtspunkten.",0.3997070789337158,-3.9806705
ZK Mindestens X% des Gesamtgewichts des Kaninchenfleischs kommen aus BTS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"VEP_12  Geheimhal- tung Der Anbieter ist verpflichtet, sämtliche nicht öffentlich zugänglichen Informationen (insbesondere Kenntnisse über die Abläufe und Verhältnisse) aus dem Bereich des Leistungsbezügers geheim zu halten.",0.4663369059562683,-4.3444386
ZK Mindestens X% des Gesamtgewichts des Kaninchenfleischs kommen aus BTS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"4.2 Eignungskriterien, Bestätigungen Der Anbieter beziehungsweise dessen Angebot muss die in der Selbstdeklaration aufgeführten Eignungskriterien erfüllen und er muss die verlangten Bestätigungen vorbehaltlos abgeben, um für den zweiten Schritt (Detailprüfung) berücksichtigt zu werden.",0.37621834874153137,-5.1417127
ZK Mindestens X% des Gesamtgewichts des Kaninchenfleischs kommen aus BTS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,"VEP_8  Beizug Dritte zur Leistungserbri ngung Der Anbieter zieht nur Lieferanten bei, die die Bestimmungen des Submissionsdekrets einhalten und die vergaberechtlichen Grundvoraussetzungen erfüllen.",0.385062038898468,-6.248234
ZK Mindestens X% des Gesamtgewichts des Kaninchenfleischs kommen aus BTS-Haltung oder gleichwertigen Haltungen. 100% entsprechen mindestens den vom Bund definierten Kriterien für den ökologischen Leistungsnachweis (ÖLN) oder gleichwertigen Nachweisen.,Sie können innerhalb von einem Monat auf Mengenschwankungen +/- 10% insgesamt und bei den einzelnen Standorten eingehen.,0.39256295561790466,-6.3727484
